time, id, camPosX, camPosY, camPosZ, camQuatX, camQuatY, camQuatZ, camQuatW, con1PosX,  con1PosY, con1PosZ, con1QuatX, con1QuatY, con1QuatZ,  con1QuatW, con2PosX, con2PosY, con2PosZ, con2QuatX, con2QuatY, con2QuatZ, con2QuatW, presenting, color
1708439712345,z_YzkhENOy5iQ-wUAAAD,-0.13421061635017395,1.6398658752441406,3.541959762573242,0.054631192029414105,-0.06566300020986814,-0.060662591187296735,0.9944967839594692,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712373,z_YzkhENOy5iQ-wUAAAD,-0.1306416392326355,1.6413018703460693,3.545916795730591,0.060452433602214216,-0.06989039812425382,-0.06221774997726745,0.9937755214893387,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712403,z_YzkhENOy5iQ-wUAAAD,-0.12640993297100067,1.6430199146270752,3.5504398345947266,0.06689144018169352,-0.07640183399459928,-0.06377121216628139,0.9927847337288438,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712424,z_YzkhENOy5iQ-wUAAAD,-0.12304720282554626,1.6443222761154175,3.5537874698638916,0.07230474777000748,-0.08162925264756342,-0.06504524975836976,0.9919061467978878,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712443,z_YzkhENOy5iQ-wUAAAD,-0.1192239373922348,1.645686388015747,3.557386636734009,0.0777744526967326,-0.08815566376484972,-0.06635682052355175,0.99084634828789,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712466,z_YzkhENOy5iQ-wUAAAD,-0.11498169600963593,1.6468161344528198,3.5612568855285645,0.08319447080710549,-0.09557360269321943,-0.06748117391763758,0.9896416814691024,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712490,z_YzkhENOy5iQ-wUAAAD,-0.11051285266876221,1.6480834484100342,3.5653767585754395,0.0883240170141852,-0.1034805576045421,-0.06854365352543039,0.9883280881446347,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712510,z_YzkhENOy5iQ-wUAAAD,-0.10578051209449768,1.6490894556045532,3.569702625274658,0.09345737293721831,-0.11193130083638128,-0.06973103360476589,0.9868508936482481,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712533,z_YzkhENOy5iQ-wUAAAD,-0.10080093890428543,1.6499888896942139,3.5741817951202393,0.09829442782740067,-0.12064107915691111,-0.07085031278009257,0.9852736516509095,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712554,z_YzkhENOy5iQ-wUAAAD,-0.09545979648828506,1.6508755683898926,3.578784704208374,0.10297540504111095,-0.12955272566791246,-0.07204478931382632,0.9835759785281156,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712569,z_YzkhENOy5iQ-wUAAAD,-0.09263228625059128,1.651323914527893,3.581134080886841,0.10523370190950487,-0.1342073411271349,-0.0725437108777097,0.982675769355469,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712588,z_YzkhENOy5iQ-wUAAAD,-0.08671024441719055,1.6521211862564087,3.5858547687530518,0.11020429776419247,-0.14369211633614987,-0.07397030933048103,0.9806813865739332,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712603,z_YzkhENOy5iQ-wUAAAD,-0.08365079760551453,1.6525605916976929,3.58821439743042,0.11300372307378327,-0.1486846550651755,-0.07454356649764711,0.9795745446627623,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712621,z_YzkhENOy5iQ-wUAAAD,-0.07742195576429367,1.6533726453781128,3.592845916748047,0.11811045449205441,-0.15858109012474728,-0.07545359547678046,0.9773477954861142,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
1708439712644,z_YzkhENOy5iQ-wUAAAD,-0.0710524171590805,1.653894305229187,3.5974607467651367,0.12219759417527706,-0.1682659660095983,-0.07535788976047594,0.9752309988000818,-0.34470877051353455,0.964466392993927,3.3547379970550537,-0.399645558170884,-0.04428480920057306,-0.11870785136533858,0.9078715380121661,1.016899824142456,0.9997982978820801,1.2454602718353271,0.1422906759666928,-0.3372279649197954,-0.3692724473102661,0.8542063701860819,1,9020550
