time, id, camPosX, camPosY, camPosZ, camQuatX, camQuatY, camQuatZ, camQuatW, con1PosX,  con1PosY, con1PosZ, con1QuatX, con1QuatY, con1QuatZ,  con1QuatW, con2PosX, con2PosY, con2PosZ, con2QuatX, con2QuatY, con2QuatZ, con2QuatW, presenting, color
1708439303007,z_YzkhENOy5iQ-wUAAAD,0.3643908202648163,1.6504350900650024,3.7679600715637207,0.07409616464517173,0.05884491351211731,-0.04722721211105081,0.9943925909695153,0.14279790222644806,0.7580181956291199,3.7527472972869873,-0.5572857259770926,-0.07176690942569904,-0.10040107314055689,0.8210978960184302,0.6734523177146912,0.8373278975486755,3.7653260231018066,-0.5676496045756038,0.07328926799840489,0.27387337329874467,0.7729139570608006,1,9020550
1708439303025,z_YzkhENOy5iQ-wUAAAD,0.3643266558647156,1.6503725051879883,3.7676095962524414,0.07387217786985423,0.05866897209209424,-0.047291971344211495,0.9944165739247366,0.14274883270263672,0.7579972147941589,3.7528109550476074,-0.5574680794138291,-0.07171127894966088,-0.10053993001205451,0.8209619695084736,0.6736947298049927,0.8367829918861389,3.7653231620788574,-0.5675245678013375,0.07314752614066478,0.27377154314143903,0.7730552674468759,1,9020550
1708439303045,z_YzkhENOy5iQ-wUAAAD,0.36430272459983826,1.6502901315689087,3.7672975063323975,0.0734891994332427,0.05883025980690262,-0.04736813112105842,0.9944317966844946,0.14273801445960999,0.7579383254051208,3.752920389175415,-0.5576240004362578,-0.0719430209434818,-0.100896382157382,0.8207920540201041,0.6738607883453369,0.8361988663673401,3.765195846557617,-0.567523429516837,0.07287933082999609,0.2737194477279139,0.7730998797197847,1,9020550
1708439303068,z_YzkhENOy5iQ-wUAAAD,0.3642364740371704,1.650192379951477,3.7670345306396484,0.07315371405430941,0.05900169950945096,-0.047302708954846534,0.9944494895708703,0.14282427728176117,0.7580149173736572,3.7528300285339355,-0.5576803672374266,-0.0722221624509404,-0.1011426584817098,0.820698927673292,0.6743509769439697,0.8343745470046997,3.7638089656829834,-0.567637224005714,0.07276525751335217,0.2737999282525766,0.772998576008382,1,9020550
1708439303089,z_YzkhENOy5iQ-wUAAAD,0.3641742169857025,1.650133490562439,3.7668139934539795,0.07255671607969952,0.05913527649874539,-0.04746023064763988,0.9944777868508989,0.14285679161548615,0.7580044865608215,3.7528233528137207,-0.55779571889776,-0.07238046241171711,-0.10111608475601203,0.8206098598262223,0.6746706962585449,0.8332529664039612,3.76385498046875,-0.5678121507527811,0.0728006301898863,0.2739243372793917,0.7728226750992123,1,9020550
1708439303113,z_YzkhENOy5iQ-wUAAAD,0.36414626240730286,1.6500853300094604,3.766613245010376,0.0724673140422736,0.05892761157782912,-0.04765016812363367,0.9944875496853415,0.14286762475967407,0.7579765319824219,3.752802848815918,-0.5578809793135936,-0.07242588987186468,-0.10108138405721202,0.8205521660403149,0.6747279763221741,0.8324650526046753,3.763967752456665,-0.5678238305945104,0.07278757601834715,0.274172790057827,0.7727272140789766,1,9020550
1708439303134,z_YzkhENOy5iQ-wUAAAD,0.36409029364585876,1.6500470638275146,3.7664594650268555,0.0721439716689782,0.05889198092518035,-0.047584332231628654,0.9945163212594559,0.14286768436431885,0.7580901384353638,3.752744436264038,-0.5579090139714417,-0.07250242086075673,-0.10121082463580726,0.8205103899861861,0.6752744317054749,0.8298247456550598,3.763011932373047,-0.567838415052835,0.072881217536981,0.2742826356967662,0.7726686859682139,1,9020550
1708439303155,z_YzkhENOy5iQ-wUAAAD,0.36407002806663513,1.6500385999679565,3.766374111175537,0.07199677996254639,0.05898651513838157,-0.04749029360289966,0.9945258803691274,0.14286823570728302,0.7581100463867188,3.7527191638946533,-0.5579153701346887,-0.07246769411649952,-0.10130374454839931,0.8204976687458554,0.6754229664802551,0.8292942047119141,3.7628214359283447,-0.5677980918698093,0.07295341124667118,0.27440194784588384,0.7726491426739971,1,9020550
1708439303171,z_YzkhENOy5iQ-wUAAAD,0.3640865981578827,1.6500537395477295,3.7663767337799072,0.07182165319951504,0.0589492655752014,-0.047592806342950995,0.9945358510475141,0.14288322627544403,0.7581374645233154,3.752699613571167,-0.5579266418611956,-0.07239822360558781,-0.10127748188786538,0.8204993791482706,0.6755024790763855,0.8292887806892395,3.7629823684692383,-0.567730014169338,0.07305768583607387,0.27450476466987866,0.7726527937729182,1,9020550
1708439303204,z_YzkhENOy5iQ-wUAAAD,0.3640724718570709,1.650050163269043,3.7663676738739014,0.07174633787086701,0.05901336840709353,-0.04751624393698453,0.9945411464081535,0.14289791882038116,0.7582259774208069,3.7527036666870117,-0.5578766689459019,-0.07238116723436114,-0.10106583751776371,0.8205609577371136,0.6760810017585754,0.8293550610542297,3.7637860774993896,-0.5675380899868694,0.07313328744207535,0.2746310918736273,0.7727417434423162,1,9020550
1708439303215,z_YzkhENOy5iQ-wUAAAD,0.36406421661376953,1.6500439643859863,3.766392707824707,0.07168744511175694,0.058976828348065904,-0.04750788995187362,0.994547959782499,0.14292116463184357,0.7582533359527588,3.7527031898498535,-0.5578694611156108,-0.07235870576070035,-0.1006770407666927,0.8206156320212747,0.6761637926101685,0.8290823101997375,3.763763904571533,-0.5674242632248353,0.07312357484128183,0.2745904971589914,0.7728406738624478,1,9020550
